query_id,log2FC,seed_ortholog,evalue,score,eggNOG_OGs,max_annot_lvl,COG_category,Description,Preferred_name,GOs,EC,KEGG_ko,KEGG_Pathway,KEGG_Module,KEGG_Reaction,KEGG_rclass,BRITE,KEGG_TC,CAZy,BiGG_Reaction,PFAMs
CM_cdhit-1_transcript_364989,22.35648479807323,1202532.FF52_14176,3.43e-60,186,"COG0296@1|root,COG0296@2|Bacteria,4NSTP@976|Bacteroidetes,1I4C7@117743|Flavobacteriia,2NWNY@237|Flavobacterium",976|Bacteroidetes,G,glycoside hydrolase,-,-,-,-,-,-,-,-,-,-,-,-,"AMPK1_CBM,CBM_48"
CM_cdhit-1_transcript_365049,22.185660375508686,362418.IW19_03630,1.58e-122,353,"COG0386@1|root,COG0386@2|Bacteria,4NM6G@976|Bacteroidetes,1I1AR@117743|Flavobacteriia,2NS77@237|Flavobacterium",976|Bacteroidetes,O,Belongs to the glutathione peroxidase family,bsaA,-,1.11.1.9,ko:K00432,"ko00480,ko00590,ko04918,map00480,map00590,map04918",-,"R00274,R07034,R07035","RC00011,RC00982","ko00000,ko00001,ko01000",-,-,-,GSHPx
CM_cdhit-1_transcript_365118,7.43915158229979,1382230.ASAP_2763,8.05e-20,90.1,"2DPM9@1|root,332MQ@2|Bacteria,1NAPW@1224|Proteobacteria,2UWJH@28211|Alphaproteobacteria",28211|Alphaproteobacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
CM_cdhit-1_transcript_365695,22.226905710374282,1202532.FF52_10573,7.48e-265,736,"COG0626@1|root,COG0626@2|Bacteria,4NF0Q@976|Bacteroidetes,1HXPE@117743|Flavobacteriia,2NT4Y@237|Flavobacterium",976|Bacteroidetes,E,cystathionine gamma-synthase,metC,-,"2.5.1.48,4.4.1.1,4.4.1.8","ko:K01739,ko:K01758,ko:K01760","ko00260,ko00270,ko00450,ko00920,ko01100,ko01110,ko01130,ko01230,map00260,map00270,map00450,map00920,map01100,map01110,map01130,map01230","M00017,M00338","R00782,R00999,R01001,R01286,R01288,R02408,R02508,R03217,R03260,R04770,R04930,R04941,R04944,R04945,R04946,R09366","RC00020,RC00056,RC00069,RC00348,RC00382,RC00420,RC00488,RC00710,RC01209,RC01210,RC01245,RC02303,RC02848,RC02866","ko00000,ko00001,ko00002,ko01000,ko04147",-,-,-,Cys_Met_Meta_PP
CM_cdhit-1_transcript_365703,20.84232336723733,376686.Fjoh_5017,1.9599999999999997e-153,437,"COG0450@1|root,COG0450@2|Bacteria,4NEZZ@976|Bacteroidetes,1I036@117743|Flavobacteriia,2NT3R@237|Flavobacterium",976|Bacteroidetes,O,C-terminal domain of 1-Cys peroxiredoxin,-,-,1.11.1.15,ko:K03386,"ko04214,map04214",-,-,-,"ko00000,ko00001,ko01000,ko04147",-,-,-,"1-cysPrx_C,AhpC-TSA"
CM_cdhit-1_transcript_365776,22.58704144177658,376686.Fjoh_0221,5.809999999999999e-248,695,"COG1215@1|root,COG1215@2|Bacteria,4NESG@976|Bacteroidetes,1HXJW@117743|Flavobacteriia,2NSYP@237|Flavobacterium",976|Bacteroidetes,M,"glycosyl transferase, family 2",-,-,-,-,-,-,-,-,-,-,-,-,"Glyco_tranf_2_3,Glycos_transf_2"
CM_cdhit-1_transcript_365849,22.45466878673589,1506583.JQJY01000003_gene3333,8.47e-19,94,"COG0084@1|root,COG0084@2|Bacteria,4NF2U@976|Bacteroidetes,1HZF8@117743|Flavobacteriia,2NUZU@237|Flavobacterium",976|Bacteroidetes,L,involved in quality control of mutated Tat exported substrates,-,-,-,ko:K03424,-,-,-,-,"ko00000,ko01000",-,-,-,TatD_DNase
CM_cdhit-1_transcript_366063,22.34058103075432,1270193.JARP01000001_gene2589,1.33e-261,732,"COG0454@1|root,COG0456@2|Bacteria,4NFWE@976|Bacteroidetes,1HX0Z@117743|Flavobacteriia,2NU3Z@237|Flavobacterium",976|Bacteroidetes,K,GTP cyclohydrolase,yghO,-,-,-,-,-,-,-,-,-,-,-,Acetyltransf_1
CM_cdhit-1_transcript_366156,22.35648479807323,1122236.KB905141_gene1294,1.0099999999999999e-47,160,"COG0361@1|root,COG0361@2|Bacteria,1MZFU@1224|Proteobacteria,2VU4I@28216|Betaproteobacteria,2KN2T@206350|Nitrosomonadales",206350|Nitrosomonadales,J,"One of the essential components for the initiation of protein synthesis. Stabilizes the binding of IF-2 and IF-3 on the 30S subunit to which N-formylmethionyl-tRNA(fMet) subsequently binds. Helps modulate mRNA selection, yielding the 30S pre- initiation complex (PIC). Upon addition of the 50S ribosomal subunit IF-1, IF-2 and IF-3 are released leaving the mature 70S translation initation complex",-,-,-,ko:K02518,-,-,-,-,"ko00000,ko03012",-,-,-,eIF-1a
CM_cdhit-1_transcript_366277,22.226905710374282,3880.AES97342,1.28e-7,54.7,"KOG4853@1|root,KOG4853@2759|Eukaryota,37UN2@33090|Viridiplantae,3GJA7@35493|Streptophyta",35493|Streptophyta,S,mitotic sister chromatid biorientation,-,-,-,-,-,-,-,-,-,-,-,-,-
CM_cdhit-1_transcript_366527,21.819987934571632,1144342.PMI40_02247,1.2e-45,159,"COG2932@1|root,COG2932@2|Bacteria,1R2RE@1224|Proteobacteria,2WICP@28216|Betaproteobacteria,477X1@75682|Oxalobacteraceae",28216|Betaproteobacteria,K,Peptidase S24-like,-,-,-,-,-,-,-,-,-,-,-,-,Peptidase_S24
CM_cdhit-1_transcript_366681,21.869468468751425,1137281.D778_02826,8.54e-7,55.8,"COG2374@1|root,COG2374@2|Bacteria,4NKW3@976|Bacteroidetes,1I0VD@117743|Flavobacteriia",976|Bacteroidetes,L,Endonuclease Exonuclease Phosphatase,-,-,-,-,-,-,-,-,-,-,-,-,LTD
CM_cdhit-1_transcript_366903,22.35648479807323,3880.AES97356,6.59e-17,82.8,"KOG4853@1|root,KOG4853@2759|Eukaryota,37UN2@33090|Viridiplantae,3GJA7@35493|Streptophyta",35493|Streptophyta,S,mitotic sister chromatid biorientation,-,-,-,-,-,-,-,-,-,-,-,-,-
CM_cdhit-1_transcript_366984,22.267975276724776,1550091.JROE01000002_gene737,1.78e-11,75.5,"COG5164@1|root,COG5164@2|Bacteria,4NT5R@976|Bacteroidetes,1ISIJ@117747|Sphingobacteriia",976|Bacteroidetes,K,"regulation of DNA-templated transcription, elongation",-,-,-,-,-,-,-,-,-,-,-,-,LRR_5
CM_cdhit-1_transcript_366989,21.84971078737371,1313421.JHBV01000144_gene1168,0,1177,"COG0286@1|root,COG0286@2|Bacteria,4NJ3U@976|Bacteroidetes,1IYCD@117747|Sphingobacteriia",976|Bacteroidetes,V,Type I restriction enzyme R protein N terminus (HSDR_N),-,-,2.1.1.72,ko:K03427,-,-,-,-,"ko00000,ko01000,ko02048",-,-,-,"HSDR_N_2,Methylase_S,N6_Mtase"
CM_cdhit-1_transcript_367062,22.488768375353736,643867.Ftrac_3687,7.15e-134,429,"COG0243@1|root,COG0437@1|root,COG0243@2|Bacteria,COG0437@2|Bacteria,4NE5M@976|Bacteroidetes,47NK7@768503|Cytophagia",976|Bacteroidetes,C,4Fe-4S dicluster domain,nrfC,-,-,ko:K00184,-,-,-,-,ko00000,5.A.3,-,-,"Fer4_7,Molydop_binding"
CM_cdhit-1_transcript_367088,22.58704144177658,376686.Fjoh_2737,8.659999999999999e-132,377,"2CI1G@1|root,2Z7JA@2|Bacteria,4NF1T@976|Bacteroidetes,1HY5I@117743|Flavobacteriia,2NSZW@237|Flavobacterium",976|Bacteroidetes,S,Domain of unknown function (DUF4294),-,-,-,-,-,-,-,-,-,-,-,-,DUF4294
CM_cdhit-1_transcript_367462,21.977678360258118,1454007.JAUG01000044_gene607,1.5199999999999998e-121,354,"COG2834@1|root,COG2834@2|Bacteria,4NFGN@976|Bacteroidetes,1ISAH@117747|Sphingobacteriia",976|Bacteroidetes,M,PFAM Outer membrane lipoprotein carrier protein LolA,lolA,-,-,ko:K03634,-,-,-,-,ko00000,-,-,-,"LolA,LolA_2"
CM_cdhit-1_transcript_367485,22.185660375508686,5518.FGSG_07152P0,1.6e-13,67.8,"2DS7M@1|root,2S6FD@2759|Eukaryota,3A93I@33154|Opisthokonta,3P77B@4751|Fungi,3QZ5B@4890|Ascomycota,21BUB@147550|Sordariomycetes,3TRVQ@5125|Hypocreales,1FYPD@110618|Nectriaceae",4751|Fungi,S,Glucose-repressible protein Grg1,-,-,-,-,-,-,-,-,-,-,-,-,Grg1
CM_cdhit-1_transcript_367827,22.1619022237219,1202532.FF52_11138,2.39e-212,594,"COG0111@1|root,COG0111@2|Bacteria,4NEMQ@976|Bacteroidetes,1HXGX@117743|Flavobacteriia,2NSA1@237|Flavobacterium",976|Bacteroidetes,EH,Belongs to the D-isomer specific 2-hydroxyacid dehydrogenase family,serA,-,"1.1.1.399,1.1.1.95",ko:K00058,"ko00260,ko00680,ko01100,ko01120,ko01130,ko01200,ko01230,map00260,map00680,map01100,map01120,map01130,map01200,map01230",M00020,R01513,RC00031,"ko00000,ko00001,ko00002,ko01000,ko04147",-,-,-,"2-Hacid_dh,2-Hacid_dh_C"
CM_cdhit-1_transcript_367875,21.766592858950258,376686.Fjoh_4786,0,906,"COG0114@1|root,COG0114@2|Bacteria,4NEQP@976|Bacteroidetes,1HX3F@117743|Flavobacteriia,2NSTW@237|Flavobacterium",976|Bacteroidetes,C,Involved in the TCA cycle. Catalyzes the stereospecific interconversion of fumarate to L-malate,fumC,-,4.2.1.2,ko:K01679,"ko00020,ko00620,ko00720,ko01100,ko01110,ko01120,ko01130,ko01200,ko04934,ko05200,ko05211,map00020,map00620,map00720,map01100,map01110,map01120,map01130,map01200,map04934,map05200,map05211","M00009,M00011,M00173,M00376",R01082,RC00443,"ko00000,ko00001,ko00002,ko01000",-,-,-,"FumaraseC_C,Lyase_1"
CM_cdhit-1_transcript_367981,21.5381672906658,755732.Fluta_0001,6.38e-251,704,"COG0593@1|root,COG0593@2|Bacteria,4NE6Q@976|Bacteroidetes,1HX45@117743|Flavobacteriia,2PAFX@246874|Cryomorphaceae",976|Bacteroidetes,L,it binds specifically double-stranded DNA at a 9 bp consensus (dnaA box) 5'-TTATC CA A CA A-3'. DnaA binds to ATP and to acidic phospholipids,dnaA,"GO:0003674,GO:0003676,GO:0003677,GO:0003688,GO:0003690,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005886,GO:0006139,GO:0006259,GO:0006260,GO:0006261,GO:0006270,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0016020,GO:0034641,GO:0034645,GO:0043170,GO:0043565,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044424,GO:0044464,GO:0046483,GO:0071704,GO:0071944,GO:0090304,GO:0097159,GO:1901360,GO:1901363,GO:1901576,GO:1990837",-,ko:K02313,"ko02020,ko04112,map02020,map04112",-,-,-,"ko00000,ko00001,ko03032,ko03036",-,-,-,"Bac_DnaA,Bac_DnaA_C,DnaA_N"
CM_cdhit-1_transcript_368449,21.5381672906658,1123248.KB893322_gene674,1.44e-86,275,"COG2204@1|root,COG2204@2|Bacteria,4NE89@976|Bacteroidetes,1INN4@117747|Sphingobacteriia",976|Bacteroidetes,T,"COG2204 Response regulator containing CheY-like receiver, AAA-type ATPase, and DNA-binding domains",-,-,-,ko:K07713,"ko02020,map02020",M00499,-,-,"ko00000,ko00001,ko00002,ko02022",-,-,-,"HTH_8,Response_reg,Sigma54_activat"
CM_cdhit-1_transcript_368696,22.267975276724776,714943.Mucpa_4113,1.13e-40,140,"2EE4C@1|root,337Z0@2|Bacteria,4NVKP@976|Bacteroidetes,1ITXP@117747|Sphingobacteriia",976|Bacteroidetes,S,Putative lumazine-binding,-,-,-,-,-,-,-,-,-,-,-,-,Lumazine_bd_2
CM_cdhit-1_transcript_368697,21.84971078737371,1227739.Hsw_PA0053,5.819999999999999e-151,440,"COG1538@1|root,COG1538@2|Bacteria,4NDZK@976|Bacteroidetes,47MKH@768503|Cytophagia",976|Bacteroidetes,MU,"RND efflux system, outer membrane lipoprotein, NodT",-,-,-,-,-,-,-,-,-,-,-,-,OEP
CM_cdhit-1_transcript_368855,21.869468468751425,1506583.JQJY01000003_gene3194,8.439999999999999e-172,493,"COG0791@1|root,COG0791@2|Bacteria,4NE2T@976|Bacteroidetes,1HX9E@117743|Flavobacteriia,2NU0D@237|Flavobacterium",976|Bacteroidetes,M,Hydrolase Nlp P60,ykfC,-,-,-,-,-,-,-,-,-,-,-,"NLPC_P60,SH3_3"
CM_cdhit-1_transcript_369350,21.897622687965015,1005048.CFU_2450,2.99e-7,59.3,"COG0666@1|root,COG0666@2|Bacteria,1N952@1224|Proteobacteria,2VPIV@28216|Betaproteobacteria,47451@75682|Oxalobacteraceae",28216|Betaproteobacteria,S,Ankyrin repeat,arp3,-,-,ko:K06867,-,-,-,-,ko00000,-,-,-,"Ank_2,Ank_3,Ank_4,Ank_5"
CM_cdhit-1_transcript_369749,22.437135540440938,1150600.ADIARSV_1027,1.1799999999999999e-43,152,"COG0211@1|root,COG0211@2|Bacteria,4NS7T@976|Bacteroidetes,1IT8M@117747|Sphingobacteriia",976|Bacteroidetes,J,Belongs to the bacterial ribosomal protein bL27 family,rpmA,"GO:0003674,GO:0003735,GO:0005198,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0015934,GO:0022625,GO:0022626,GO:0032991,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:1990904",-,ko:K02899,"ko03010,map03010",M00178,-,-,"br01610,ko00000,ko00001,ko00002,ko03011",-,-,-,Ribosomal_L27
CM_cdhit-1_transcript_369973,21.84971078737371,1270193.JARP01000004_gene1459,5.919999999999999e-233,674,"COG3291@1|root,COG3325@1|root,COG5498@1|root,COG3291@2|Bacteria,COG3325@2|Bacteria,COG5498@2|Bacteria,4NJQI@976|Bacteroidetes,1IJUY@117743|Flavobacteriia,2NTBM@237|Flavobacterium",976|Bacteroidetes,G,Belongs to the glycosyl hydrolase 18 family,-,-,-,-,-,-,-,-,-,-,-,-,"CBM_6,Crystall,PKD,PPC,Reprolysin_3,RicinB_lectin_2"
CM_cdhit-1_transcript_369987,20.84232336723733,1506583.JQJY01000011_gene42,5.09e-44,149,"COG0666@1|root,COG0666@2|Bacteria,4NSDC@976|Bacteroidetes,1I46H@117743|Flavobacteriia,2NWMQ@237|Flavobacterium",976|Bacteroidetes,S,Ankyrin repeat,-,-,-,-,-,-,-,-,-,-,-,-,"Ank_2,Ank_3,Ank_4,Ank_5"
CM_cdhit-1_transcript_370078,22.488768375353736,1125701.HMPREF1221_00764,1.0299999999999999e-40,148,"2DPM9@1|root,332MQ@2|Bacteria",2|Bacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
CM_cdhit-1_transcript_370171,22.246223166916774,10029.XP_007617255.1,1.52e-56,224,"KOG3509@1|root,KOG3509@2759|Eukaryota,38X54@33154|Opisthokonta,3B9Y9@33208|Metazoa,3CYVU@33213|Bilateria,486VS@7711|Chordata,4900I@7742|Vertebrata,3JABR@40674|Mammalia,35K5Q@314146|Euarchontoglires,4Q188@9989|Rodentia",33208|Metazoa,T,Immunoglobulin C-2 Type,HSPG2,"GO:0000323,GO:0000902,GO:0000904,GO:0001523,GO:0002119,GO:0002164,GO:0003674,GO:0005102,GO:0005178,GO:0005198,GO:0005488,GO:0005515,GO:0005575,GO:0005576,GO:0005604,GO:0005622,GO:0005623,GO:0005737,GO:0005764,GO:0005773,GO:0005775,GO:0005794,GO:0005796,GO:0005886,GO:0006022,GO:0006023,GO:0006024,GO:0006026,GO:0006027,GO:0006629,GO:0006720,GO:0006721,GO:0006807,GO:0006810,GO:0006897,GO:0006898,GO:0006928,GO:0006935,GO:0006950,GO:0006952,GO:0006954,GO:0006996,GO:0007010,GO:0007044,GO:0007154,GO:0007163,GO:0007165,GO:0007166,GO:0007167,GO:0007169,GO:0007275,GO:0007399,GO:0007409,GO:0007411,GO:0007414,GO:0007415,GO:0007417,GO:0007420,GO:0007517,GO:0008022,GO:0008037,GO:0008038,GO:0008045,GO:0008150,GO:0008152,GO:0008543,GO:0009056,GO:0009057,GO:0009058,GO:0009059,GO:0009605,GO:0009653,GO:0009719,GO:0009790,GO:0009791,GO:0009792,GO:0009887,GO:0009892,GO:0009966,GO:0009967,GO:0009987,GO:0010033,GO:0010605,GO:0010646,GO:0010647,GO:0010927,GO:0010941,GO:0012505,GO:0016020,GO:0016043,GO:0016101,GO:0016192,GO:0016477,GO:0016525,GO:0019222,GO:0019538,GO:0022008,GO:0022603,GO:0022607,GO:0022612,GO:0023051,GO:0023052,GO:0023056,GO:0030011,GO:0030029,GO:0030030,GO:0030036,GO:0030154,GO:0030182,GO:0030198,GO:0030203,GO:0030239,GO:0031012,GO:0031032,GO:0031175,GO:0031581,GO:0031974,GO:0032501,GO:0032502,GO:0032989,GO:0032990,GO:0032991,GO:0034329,GO:0034330,GO:0035088,GO:0035090,GO:0035295,GO:0040011,GO:0040012,GO:0040017,GO:0042221,GO:0042330,GO:0042493,GO:0042692,GO:0043062,GO:0043170,GO:0043202,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0043292,GO:0043900,GO:0043902,GO:0044085,GO:0044237,GO:0044238,GO:0044255,GO:0044260,GO:0044267,GO:0044344,GO:0044421,GO:0044422,GO:0044424,GO:0044425,GO:0044431,GO:0044437,GO:0044444,GO:0044446,GO:0044449,GO:0044459,GO:0044464,GO:0044877,GO:0045197,GO:0045199,GO:0045765,GO:0048468,GO:0048513,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0048565,GO:0048583,GO:0048584,GO:0048644,GO:0048646,GO:0048666,GO:0048667,GO:0048699,GO:0048731,GO:0048732,GO:0048812,GO:0048856,GO:0048858,GO:0048869,GO:0048870,GO:0050750,GO:0050789,GO:0050793,GO:0050794,GO:0050839,GO:0050896,GO:0051093,GO:0051128,GO:0051129,GO:0051146,GO:0051171,GO:0051172,GO:0051179,GO:0051234,GO:0051239,GO:0051240,GO:0051241,GO:0051246,GO:0051248,GO:0051674,GO:0051716,GO:0055001,GO:0055002,GO:0055120,GO:0055123,GO:0060255,GO:0060278,GO:0060279,GO:0060322,GO:0060465,GO:0060548,GO:0061061,GO:0061245,GO:0061564,GO:0062023,GO:0065007,GO:0070013,GO:0070325,GO:0070848,GO:0070887,GO:0070925,GO:0071310,GO:0071363,GO:0071495,GO:0071704,GO:0071774,GO:0071840,GO:0071944,GO:0072347,GO:0072358,GO:0072359,GO:0080090,GO:0097435,GO:0097485,GO:0098657,GO:0098796,GO:0098797,GO:0099080,GO:0099081,GO:0099512,GO:0120036,GO:0120039,GO:1901135,GO:1901136,GO:1901137,GO:1901342,GO:1901343,GO:1901564,GO:1901565,GO:1901566,GO:1901575,GO:1901576,GO:1902903,GO:1902904,GO:1905905,GO:1905906,GO:1905907,GO:2000026,GO:2000181,GO:2000241,GO:2000243,GO:2001260,GO:2001262",-,ko:K06255,"ko04512,ko05161,ko05205,map04512,map05161,map05205",-,-,-,"ko00000,ko00001,ko00535,ko04147,ko04516",-,-,-,"EGF,I-set,Ig_2,Ig_3,Laminin_B,Laminin_EGF,Laminin_G_1,Laminin_G_2,Ldl_recept_a,ig"
CM_cdhit-1_transcript_371624,21.930315153871458,362418.IW19_16805,0,1184,"COG1629@1|root,COG4771@2|Bacteria,4P1Z5@976|Bacteroidetes,1I04A@117743|Flavobacteriia,2P0JA@237|Flavobacterium",976|Bacteroidetes,P,TonB-dependent receptor,susC,-,-,ko:K21573,-,-,-,-,"ko00000,ko02000",1.B.14.6.1,-,-,"CarbopepD_reg_2,Plug,TonB_dep_Rec"
CM_cdhit-1_transcript_371833,21.791536997566034,362418.IW19_21745,1.3699999999999998e-272,749,"COG0477@1|root,COG2814@2|Bacteria,4NE1N@976|Bacteroidetes,1HY31@117743|Flavobacteriia,2NUJW@237|Flavobacterium",976|Bacteroidetes,EGP,Fosmidomycin resistance protein,fsr,-,-,ko:K08223,-,-,-,-,"ko00000,ko02000",2.A.1.35,-,-,MFS_1
CM_cdhit-1_transcript_371855,22.074938263950713,376686.Fjoh_2443,2.63e-103,313,"2CEU1@1|root,338MY@2|Bacteria,4NWPP@976|Bacteroidetes,1IIDU@117743|Flavobacteriia,2P0CV@237|Flavobacterium",976|Bacteroidetes,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
CM_cdhit-1_transcript_372585,21.757450536122825,491205.JARQ01000004_gene2270,1.54e-29,111,"2EBGV@1|root,335HF@2|Bacteria,4NV5E@976|Bacteroidetes",976|Bacteroidetes,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
CM_cdhit-1_transcript_372677,21.783944226409336,13735.ENSPSIP00000001938,2.1599999999999998e-130,374,"29K1R@1|root,2RTAM@2759|Eukaryota,39YR1@33154|Opisthokonta,3BPA4@33208|Metazoa,3D0TK@33213|Bilateria,48CB2@7711|Chordata,496S2@7742|Vertebrata",33208|Metazoa,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
CM_cdhit-1_transcript_374098,21.87080117827227,384676.PSEEN4662,3.6e-43,159,"COG4933@1|root,COG4933@2|Bacteria,1N2JZ@1224|Proteobacteria,1S9JD@1236|Gammaproteobacteria",1236|Gammaproteobacteria,S,ASCH,-,-,-,-,-,-,-,-,-,-,-,-,ASCH
CM_cdhit-1_transcript_374110,21.69659501319727,1121287.AUMU01000001_gene1668,1.95e-25,98.2,"2EQ8J@1|root,33HUU@2|Bacteria,4NXWK@976|Bacteroidetes,1I6M4@117743|Flavobacteriia,3ZSG3@59732|Chryseobacterium",976|Bacteroidetes,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
CM_cdhit-1_transcript_375743,21.855706671952962,1300143.CCAV010000004_gene2394,1.07e-154,437,"COG4221@1|root,COG4221@2|Bacteria,4NFSY@976|Bacteroidetes,1HZAD@117743|Flavobacteriia,3ZNVG@59732|Chryseobacterium",976|Bacteroidetes,S,Catalyzes the first of the two reduction steps in the elongation cycle of fatty acid synthesis,fabG,-,1.1.1.100,ko:K00059,"ko00061,ko00333,ko00780,ko01040,ko01100,ko01130,ko01212,map00061,map00333,map00780,map01040,map01100,map01130,map01212","M00083,M00572","R04533,R04534,R04536,R04543,R04566,R04953,R04964,R07759,R07763,R10116,R10120,R11671","RC00029,RC00117","ko00000,ko00001,ko00002,ko01000,ko01004",-,-,-,adh_short
CM_cdhit-1_transcript_376018,21.726869322652277,12024.Q0PH25_BPPRR,2.43e-75,251,"4QCXI@10239|Viruses,4R12J@439488|ssRNA viruses,4R0S4@35278|ssRNA positive-strand viruses  no DNA stage,4QP86@11989|Leviviridae",11989|Leviviridae,K,GO:0039694,-,-,-,-,-,-,-,-,-,-,-,-,-
CM_cdhit-1_transcript_376595,22.04352720141353,1202532.FF52_04150,3.949999999999999e-240,673,"COG1064@1|root,COG1064@2|Bacteria,4NFGP@976|Bacteroidetes,1HXI9@117743|Flavobacteriia,2NTWF@237|Flavobacterium",976|Bacteroidetes,S,Dehydrogenase,-,-,1.1.1.1,"ko:K13953,ko:K13979","ko00010,ko00071,ko00350,ko00625,ko00626,ko00830,ko00980,ko00982,ko01100,ko01110,ko01120,ko01130,ko01220,map00010,map00071,map00350,map00625,map00626,map00830,map00980,map00982,map01100,map01110,map01120,map01130,map01220",-,"R00623,R00754,R02124,R04880,R05233,R05234,R06917,R06927,R07105,R08281,R08306,R08310","RC00050,RC00087,RC00088,RC00099,RC00116,RC00649,RC01734,RC02273","ko00000,ko00001,ko01000",-,-,-,"ADH_N,ADH_zinc_N"
CM_cdhit-1_transcript_376822,22.142411842134,253839.SSNG_03091,1.2600000000000002e-21,97.4,"2ED08@1|root,33H8A@2|Bacteria,2GQB6@201174|Actinobacteria",201174|Actinobacteria,S,Truncated CDS,-,-,-,-,-,-,-,-,-,-,-,-,-
CM_cdhit-1_transcript_376827,21.651903656124105,457424.BFAG_04907,1.01e-15,73.2,"2DN97@1|root,32W7A@2|Bacteria,4P5E4@976|Bacteroidetes,2FTS2@200643|Bacteroidia,4ARGQ@815|Bacteroidaceae",976|Bacteroidetes,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
CM_cdhit-1_transcript_376864,21.829875172897072,1382230.ASAP_2763,1.27e-28,112,"2DPM9@1|root,332MQ@2|Bacteria,1NAPW@1224|Proteobacteria,2UWJH@28211|Alphaproteobacteria",28211|Alphaproteobacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
CM_cdhit-1_transcript_376969,22.246223166916774,203908.EGF97697,2.97e-16,84.7,"2DZCK@1|root,2S6X3@2759|Eukaryota,3A5SR@33154|Opisthokonta,3P5B4@4751|Fungi,3V2GU@5204|Basidiomycota",4751|Fungi,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
CM_cdhit-1_transcript_376970,8.98390813488218,588596.U9UZN4,5.06e-14,72.4,"2CZUP@1|root,2SBR2@2759|Eukaryota,3ADX9@33154|Opisthokonta,3PHVZ@4751|Fungi",4751|Fungi,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
CM_cdhit-1_transcript_376992,22.27648662377884,1268240.ATFI01000022_gene170,5.8e-7,55.5,"2B9ZZ@1|root,323DM@2|Bacteria,4NTEB@976|Bacteroidetes,2FU8G@200643|Bacteroidia,4ASBY@815|Bacteroidaceae",976|Bacteroidetes,S,COG NOG15344 non supervised orthologous group,-,-,-,-,-,-,-,-,-,-,-,-,-
CM_cdhit-1_transcript_377107,21.829875172897072,159749.K0SIW3,2.19e-7,52,"2EZRH@1|root,2T10Z@2759|Eukaryota",2759|Eukaryota,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
CM_cdhit-1_transcript_378026,22.18356081524769,1121286.AUMT01000006_gene3477,0,1294,"COG0178@1|root,COG0178@2|Bacteria,4NFQU@976|Bacteroidetes,1HXMR@117743|Flavobacteriia,3ZNZF@59732|Chryseobacterium",976|Bacteroidetes,L,"The UvrABC repair system catalyzes the recognition and processing of DNA lesions. UvrA is an ATPase and a DNA-binding protein. A damage recognition complex composed of 2 UvrA and 2 UvrB subunits scans DNA for abnormalities. When the presence of a lesion has been verified by UvrB, the UvrA molecules dissociate",uvrA2,-,-,ko:K03701,"ko03420,map03420",-,-,-,"ko00000,ko00001,ko03400",-,-,-,ABC_tran
CM_cdhit-1_transcript_380493,21.974490344092242,445973.CLOBAR_00537,3.17e-24,99.4,"2DX7X@1|root,32V2Y@2|Bacteria,1VB4V@1239|Firmicutes,254XN@186801|Clostridia",186801|Clostridia,S,ORF located using Blastx,-,-,-,-,-,-,-,-,-,-,-,-,-
CM_cdhit-1_transcript_380601,21.726869322652277,665029.EAMY_1841,1.48e-14,73.9,"2DHUV@1|root,32U9T@2|Bacteria,1MZXN@1224|Proteobacteria,1S9PA@1236|Gammaproteobacteria,3X6Q1@551|Erwinia",1236|Gammaproteobacteria,S,Required for growth and or survival at acidic conditions,asr,-,-,-,-,-,-,-,-,-,-,-,Asr
CM_cdhit-1_transcript_380661,21.95430223992986,1077285.AGDG01000052_gene695,1.65e-18,79.7,"2DSTI@1|root,33HD4@2|Bacteria,4NYHV@976|Bacteroidetes,2FZJE@200643|Bacteroidia",976|Bacteroidetes,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
CM_cdhit-1_transcript_381805,21.87080117827227,1121287.AUMU01000009_gene2352,1.42e-47,160,"2F9HB@1|root,341TU@2|Bacteria,4P40M@976|Bacteroidetes,1IA00@117743|Flavobacteriia,3ZRZE@59732|Chryseobacterium",976|Bacteroidetes,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
